Fitur Kontras,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Dissimilarity,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Homogenitas,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Entropi,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur ASM,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Energy,Derajat 0,Derajat 45,Derajat 90,Derajat 135,Fitur Correlations,Derajat 0,Derajat 45,Derajat 90,Derajat 135
Baked Potato-Train (108),451.3843596813707,812.3130334486507,627.0585937499983,842.2403690887882,Baked Potato-Train (108),12.089966299017314,19.228927335639785,16.79640012254779,19.57640907343319,Baked Potato-Train (108),0.4018156189884679,0.14587366598635437,0.1605639858705901,0.14172218026893582,Baked Potato-Train (108),12.870481177452179,14.081169583095388,13.834191745296934,14.103119386064598,Baked Potato-Train (108),0.000500137698691609,7.980700056066334e-05,9.445970675341214e-05,7.789805506148303e-05,Baked Potato-Train (108),0.022363758599385948,0.00893347639839404,0.009719038365672405,0.008825987483646406,Baked Potato-Train (108),0.9347792956031675,0.8825380375167996,0.9093868776883379,0.8782130234831238
Baked Potato-Train (109),162.33149509803562,328.3795155709336,192.76781556372111,282.1965397923906,Baked Potato-Train (109),6.757230392156539,10.51380238369873,7.641957720587923,9.64767397154958,Baked Potato-Train (109),0.43978995602658083,0.31270157706958973,0.4115074753253498,0.3168983347511834,Baked Potato-Train (109),11.935949364253014,12.672535733718188,12.136485423898533,12.600286180631034,Baked Potato-Train (109),0.0011868805905481065,0.0006873505753931036,0.0010408479367160469,0.0006815487669915498,Baked Potato-Train (109),0.03445113337102433,0.026217371633958726,0.03226217501527209,0.026106488982464683,Baked Potato-Train (109),0.9762116399033915,0.9519057527150054,0.9717997118069621,0.9586698700262593
Baked Potato-Train (11),144.7017310049007,236.3978931180343,164.5210171568597,262.3637370242259,Baked Potato-Train (11),5.450474877450903,8.642199154171578,7.0698223039214945,8.973041138023879,Baked Potato-Train (11),0.5442507026105234,0.30878897962278207,0.34994043158975285,0.30934538150337104,Baked Potato-Train (11),11.375299029842314,12.505290574343848,12.178076099447363,12.529710122074706,Baked Potato-Train (11),0.0018265760774476764,0.0006275417980929171,0.0007815441467449418,0.0006444263222925676,Baked Potato-Train (11),0.04273846133692317,0.025050784380791693,0.0279561110804944,0.025385553417102562,Baked Potato-Train (11),0.9800485928505116,0.9674107441232964,0.9773195099819685,0.963832122784937
Baked Potato-Train (110),357.17807904411035,876.3874817377651,712.1772671568415,966.7288735101586,Baked Potato-Train (110),9.11821384803777,18.186758938869698,15.974785539213396,18.83886197616295,Baked Potato-Train (110),0.4521672366373572,0.17105296871940454,0.1933099202113135,0.16996953693151823,Baked Potato-Train (110),12.481998208650655,13.892894636573688,13.625172225852328,13.925330756691555,Baked Potato-Train (110),0.000663192144773044,0.0001491470246042949,0.00018245675022076843,0.00014724682976898987,Baked Potato-Train (110),0.02575251725119399,0.012212576493283262,0.013507655245110767,0.012134530471715413,Baked Potato-Train (110),0.9719301772674875,0.9311148510532755,0.9440569049267369,0.9240136456938464
Baked Potato-Train (111),248.2141850490168,386.72296808920254,216.32392769607915,391.44687427913186,Baked Potato-Train (111),9.910631127450227,12.661637831603173,7.959436274509581,12.532118415993843,Baked Potato-Train (111),0.27818402049416185,0.23325392596668384,0.4629056046210986,0.23894209044329287,Baked Potato-Train (111),12.930783233199419,13.331830531321284,12.214539065849682,13.304171087202025,Baked Potato-Train (111),0.00038306189701677235,0.00025787402325518484,0.0008155402125234286,0.0002601285017252259,Baked Potato-Train (111),0.01957196712179878,0.016058456440616726,0.028557664689596533,0.016128499673721233,Baked Potato-Train (111),0.9598080561207807,0.937336416308386,0.9649302255195388,0.9365711627592831
Baked Potato-Train (112),587.2397824754812,1105.7717339484582,759.0309895833227,1062.583544790437,Baked Potato-Train (112),12.35730698529239,20.25173394848135,16.624341299018063,19.98928104575171,Baked Potato-Train (112),0.44369632534534514,0.21050058831726623,0.24009930614351213,0.20767765020897555,Baked Potato-Train (112),12.26782113551482,13.460216864859595,13.124694940207027,13.464916148061638,Baked Potato-Train (112),0.001518919584339557,0.0005761882906361541,0.0007615326643448433,0.0005717065317054142,Baked Potato-Train (112),0.03897331887765728,0.024003922401060918,0.027595881293135817,0.02391038543615335,Baked Potato-Train (112),0.9122263541127402,0.834738113985289,0.886707872310257,0.841193456055372
Baked Potato-Train (113),326.8597426470539,569.7096347558551,341.5266544117594,534.9974163783102,Baked Potato-Train (113),8.742463235293137,13.823898500576833,10.85297181372385,13.49633217993109,Baked Potato-Train (113),0.4358433482285953,0.2211034068536344,0.25931821036845787,0.21677492574839796,Baked Potato-Train (113),12.536909062063,13.58938966226322,13.252291344885727,13.576120548772895,Baked Potato-Train (113),0.0005467297452452183,0.00014731908187206856,0.00018351096182958477,0.00014249462802361673,Baked Potato-Train (113),0.023382252783793488,0.012137507234686559,0.013546621786614726,0.011937111376862358,Baked Potato-Train (113),0.9570898844844761,0.9252768521240061,0.9552056200211372,0.929829559824826
Baked Potato-Train (114),279.0400582107808,704.0083813917554,543.8863511029366,727.2348942714184,Baked Potato-Train (114),8.538924632352296,16.091395617070425,13.915517769606023,16.26271434063828,Baked Potato-Train (114),0.461910252236888,0.2295472813327724,0.2637105333751711,0.23075276044199364,Baked Potato-Train (114),12.317356675805604,13.575004376297676,13.280578039059954,13.568957851932682,Baked Potato-Train (114),0.0008220634181790057,0.00025551500982749813,0.0003329292951478998,0.0002649648990473454,Baked Potato-Train (114),0.0286716483338333,0.015984836872095322,0.01824635018703466,0.016277742443205855,Baked Potato-Train (114),0.9658155424213049,0.9138441218967547,0.9334776174157098,0.9110020516115886
Baked Potato-Train (115),654.199080882335,980.9306574394196,670.2191789215598,943.3038216070369,Baked Potato-Train (115),12.216605392155074,16.594386774317734,12.608670343135069,16.473125720876716,Baked Potato-Train (115),0.38384407095915596,0.2636225608186258,0.416726643946822,0.25608394574261634,Baked Potato-Train (115),12.392540562600647,13.05252136849232,12.29227562569686,13.073413236903809,Baked Potato-Train (115),0.0010775341487123343,0.0006331631536150959,0.0012661763110191995,0.0005945364224950597,Baked Potato-Train (115),0.03282581527871523,0.02516273342892413,0.03558337127113168,0.024383117571284023,Baked Potato-Train (115),0.8794791849562367,0.8195347465455229,0.8769330692178606,0.8264562260387396
Baked Potato-Train (116),303.94820772058404,600.1636601307079,428.27734374999443,606.8811380238241,Baked Potato-Train (116),8.359788602940247,14.184390618992847,11.827956495096036,14.37394848135354,Baked Potato-Train (116),0.5062251143599039,0.27490102388458376,0.30696831017679993,0.26596443197088476,Baked Potato-Train (116),11.83810769498164,13.007702915625961,12.663265623944298,13.029013482325349,Baked Potato-Train (116),0.0024251323202764564,0.0013037421356734266,0.0018651202127411936,0.0013533367596912493,Baked Potato-Train (116),0.04924563249950656,0.03610736954796661,0.04318703755458568,0.03678772566619536,Baked Potato-Train (116),0.9698916793528929,0.940609842149167,0.9576396515701127,0.9399464009501124
Baked Potato-Train (117),219.30863970587706,570.3052518262078,458.55620404411644,594.2617454824936,Baked Potato-Train (117),6.579503676469781,13.786712802768333,12.060554534311397,14.07074202229924,Baked Potato-Train (117),0.533696520274905,0.25678999521416185,0.2833817324282413,0.25231783947909414,Baked Potato-Train (117),11.80527665181397,13.305904399144904,13.034154167426857,13.33529366141545,Baked Potato-Train (117),0.001265683641620711,0.0003434122356453268,0.0004156200815191273,0.0003308291357492557,Baked Potato-Train (117),0.03557644784995701,0.01853138515182626,0.02038676240895369,0.0181887090182139,Baked Potato-Train (117),0.9727310864893463,0.92891847798854,0.9427354407386185,0.9259342934480093
Baked Potato-Train (118),466.10050551470215,794.4940561322404,625.8247702205811,983.4941791618332,Baked Potato-Train (118),5.223207720588126,10.857793156478435,9.450965073529115,11.51460207612475,Baked Potato-Train (118),0.631016066028281,0.3162274935934257,0.3460800503153279,0.3209105235888742,Baked Potato-Train (118),10.515571500694245,12.22483104945116,11.957392126056492,12.203530692525948,Baked Potato-Train (118),0.002574350370988622,0.0006883229633531953,0.0008257899418192523,0.0007046872960611223,Baked Potato-Train (118),0.050738056436846514,0.026235909806088205,0.028736561064595958,0.02654594688575117,Baked Potato-Train (118),0.9097486091691961,0.8464764900653572,0.8790362077052858,0.8099526202114207
Baked Potato-Train (119),166.85461090685916,432.5398539023412,340.119883578429,445.5746866589723,Baked Potato-Train (119),6.156694240195848,12.186020761245835,10.556556372548151,11.960753556324624,Baked Potato-Train (119),0.5386188978359967,0.24856711971198311,0.28164609492936615,0.27430728047569397,Baked Potato-Train (119),11.523517179108747,13.022624664653893,12.73807807642928,12.946971992717351,Baked Potato-Train (119),0.0012948825459258458,0.00028701574424765797,0.0003632320417252379,0.0003442384638682576,Baked Potato-Train (119),0.03598447645757606,0.016941539016501955,0.01905864742643711,0.01855366443235022,Baked Potato-Train (119),0.969494738006159,0.9207120808624877,0.937682234199162,0.9183239699653193
Baked Potato-Train (12),182.0821691176422,293.68209150326857,160.49681372548412,290.81582468281346,Baked Potato-Train (12),7.284221813724497,10.0608073817764,6.995189950979359,10.025051903114337,Baked Potato-Train (12),0.40571343858585446,0.28833853162033046,0.39602498649029444,0.28297825689973266,Baked Potato-Train (12),12.31882812537033,12.91134377655532,12.362274418249115,12.939390658167218,Baked Potato-Train (12),0.0007350006748831578,0.00047300318201927774,0.0006778448061592898,0.000454034580790726,Baked Potato-Train (12),0.027110895870169207,0.021748636325509645,0.026035452870255393,0.021308087215672972,Baked Potato-Train (12),0.9845444434628899,0.9750530975495915,0.9863791708132028,0.9752962708321913
Baked Potato-Train (120),537.2480238970498,1055.140146097648,820.8751531862514,1054.0693271818293,Baked Potato-Train (120),13.32617953431075,22.21164167627851,19.302665441174835,22.2349557862361,Baked Potato-Train (120),0.38850624294232233,0.1263722149900545,0.14161123376920645,0.12509211394109487,Baked Potato-Train (120),12.99968556130292,14.29475362295823,14.020508062149458,14.29702623203857,Baked Potato-Train (120),0.00048412342064200066,6.567231335772581e-05,7.970555476709679e-05,6.546525373008135e-05,Baked Potato-Train (120),0.02200280483579311,0.008103845590688769,0.008927796747635823,0.008091060111634405,Baked Potato-Train (120),0.9197404728128201,0.8423250279183236,0.8773565404243344,0.8424791090422998
Baked Potato-Train (121),788.062377450971,1792.0513494809586,1251.4494025735112,1716.7588158400338,Baked Potato-Train (121),10.671292892155037,20.183913879277164,16.566681985290796,19.881953094963524,Baked Potato-Train (121),0.5004404407625151,0.2505845370196469,0.26886829028207965,0.24430344355504696,Baked Potato-Train (121),11.903977845075046,13.226036094420602,12.938385091044033,13.225970783390114,Baked Potato-Train (121),0.004153319303460509,0.0023909393970703904,0.002485258519672421,0.002341128371499976,Baked Potato-Train (121),0.06444625127546605,0.048897233020595246,0.049852367242413084,0.0483852081890734,Baked Potato-Train (121),0.940515180941371,0.8640950954914595,0.9051998280839062,0.869803375715316
Baked Potato-Train (122),257.91625306371964,411.97831603229633,216.92679227940536,415.9916493656263,Baked Potato-Train (122),8.871951593136636,11.469127258746804,7.179396446077993,11.511034217608815,Baked Potato-Train (122),0.3388785296424409,0.2849455730353848,0.4877801386647313,0.279493577015823,Baked Potato-Train (122),12.488017719423576,12.897087947071473,11.92547407805891,12.917979084907113,Baked Potato-Train (122),0.0016883606637546258,0.0013914467286337833,0.0022208839542633835,0.0013438042121734447,Baked Potato-Train (122),0.041089666143139025,0.037302100860860145,0.04712625546617706,0.036657935186988434,Baked Potato-Train (122),0.9787640083828345,0.9661166782233692,0.9821445650861698,0.9657869617103352
Baked Potato-Train (123),125.28295036764615,337.5729181084212,280.20851715685757,367.8272818146856,Baked Potato-Train (123),5.210248161764579,10.987297193387326,9.961734068626555,11.29161091887753,Baked Potato-Train (123),0.5389108058466585,0.24646172946222356,0.26254414196805814,0.24397431132952108,Baked Potato-Train (123),11.691732200251513,13.16938628070691,12.974079523257467,13.18656413577697,Baked Potato-Train (123),0.0011325090841713523,0.0002581925947211325,0.00028897307094176514,0.0002542908629026691,Baked Potato-Train (123),0.03365277231033652,0.01606837249758458,0.016999207950424193,0.015946500020464337,Baked Potato-Train (123),0.9888015691177838,0.9697972310935631,0.9749223986499171,0.9670903679547276
Baked Potato-Train (124),125.17524509803816,202.94372933487463,104.3615962009797,204.65116493656578,Baked Potato-Train (124),6.779656862744942,8.741530180699746,5.375658700980007,8.91955401768557,Baked Potato-Train (124),0.3110253451715318,0.2702745378674947,0.4894114945501421,0.25954677112094,Baked Potato-Train (124),12.408612389976964,12.805858409610494,11.805690640340869,12.833209105552186,Baked Potato-Train (124),0.00035044270082420224,0.00026447296983489476,0.0007981478915861687,0.00025967228468156377,Baked Potato-Train (124),0.018720114872088852,0.016262624936795866,0.028251511315081336,0.016114350271778374,Baked Potato-Train (124),0.9821502891160734,0.9710280882518147,0.9851196580938318,0.9707846230299924
Baked Potato-Train (125),725.6743566176419,863.4014302191265,349.6666973039192,844.0604536716461,Baked Potato-Train (125),18.19837622548906,19.950880430603632,10.147181372547363,19.73534794309852,Baked Potato-Train (125),0.14671196118888225,0.1377996815879263,0.45456798460181636,0.1390457350038818,Baked Potato-Train (125),13.90745468006985,14.138541497474268,12.498064444979235,14.125504193874868,Baked Potato-Train (125),8.56152409454897e-05,7.370873385727934e-05,0.0006900394004108996,7.435852977612935e-05,Baked Potato-Train (125),0.00925285042273405,0.008585379074757232,0.02626860103642559,0.008623139206584186,Baked Potato-Train (125),0.8901792017710861,0.8693280371348744,0.9470478979271032,0.8722599388909236
Baked Potato-Train (126),133.90945159313623,289.6758016147669,198.05764399509457,265.8730795847809,Baked Potato-Train (126),5.938740808823188,10.700146097654818,8.699678308823037,10.231987697039646,Baked Potato-Train (126),0.4918783230916658,0.2503155604128887,0.3025135832908364,0.2626751093311323,Baked Potato-Train (126),11.625324874505747,12.813476409696698,12.441394060310895,12.739537511450408,Baked Potato-Train (126),0.0009656394128385117,0.00026784871580312256,0.00038191616787263305,0.00028839078099822906,Baked Potato-Train (126),0.031074739143531222,0.016366084314921592,0.019542675555630377,0.016982072341096333,Baked Potato-Train (126),0.9755601897736917,0.9470867056124558,0.9638505758844927,0.9514337188712847
Baked Potato-Train (127),176.36109068627204,318.91564782776186,206.60001531862605,349.76988850442376,Baked Potato-Train (127),7.223376225489968,12.075878508266022,9.467693014705329,12.22900422914264,Baked Potato-Train (127),0.4550943551215722,0.1949937140207965,0.23752879057621343,0.20200764661536785,Baked Potato-Train (127),11.977555923014629,13.172120628762519,12.792857891338272,13.169867971601612,Baked Potato-Train (127),0.0008191504619617455,0.00015966201152042638,0.00021107440084642924,0.00016308458536560852,Baked Potato-Train (127),0.02862080470499992,0.012635743409883979,0.01452839980336545,0.012770457523738472,Baked Potato-Train (127),0.9554244586987858,0.9192837519232151,0.9477759003650618,0.9114743810622402
Baked Potato-Train (128),114.70657169117545,143.64933487120246,52.832735906862105,151.067850826605,Baked Potato-Train (128),4.832521446078375,5.721676278354551,3.0202971813725723,5.992787389465701,Baked Potato-Train (128),0.510625917635988,0.43416745674557683,0.6276648885710988,0.4214645727407594,Baked Potato-Train (128),10.889240588905793,11.335833245734303,10.3036330697643,11.41141479228586,Baked Potato-Train (128),0.0026447744050515426,0.0017228612128449693,0.003362596417243368,0.0016122058753317158,Baked Potato-Train (128),0.051427370193813556,0.04150736335693908,0.05798789888626219,0.04015228356310156,Baked Potato-Train (128),0.9826543265751644,0.9783182958293539,0.9920043893154297,0.9771987244959999
Baked Potato-Train (129),276.3729779411748,525.3631987697012,383.33658088234847,558.2371088042985,Baked Potato-Train (129),8.614031862744548,13.994986543637243,11.906587009802605,14.577531718569924,Baked Potato-Train (129),0.46439667754148833,0.2281094166283622,0.2581462475825526,0.22442139457573826,Baked Potato-Train (129),12.05074665907216,13.185538137079316,12.887503245492608,13.221698265106172,Baked Potato-Train (129),0.0009859193466755577,0.00031098333959330993,0.00042656135485750677,0.00031188430321582464,Baked Potato-Train (129),0.03139935264739637,0.01763471971972648,0.02065336182943365,0.017660246408695,Baked Potato-Train (129),0.9542786678907873,0.9131628305266706,0.9365418110530843,0.9077281815800999
Baked Potato-Train (13),90.76882659313604,213.5790234525237,162.57271752450788,236.17201076509713,Baked Potato-Train (13),4.737576593137099,9.241184159938598,7.969561887254829,9.529427143406512,Baked Potato-Train (13),0.5237627920863684,0.25735609078489846,0.2830350093279651,0.2607338821737466,Baked Potato-Train (13),11.527542353124364,12.81115622292023,12.552604030327704,12.831418420783107,Baked Potato-Train (13),0.0014015313324127138,0.0005650278831331101,0.0006405198486985173,0.0005716575752885983,Baked Potato-Train (13),0.03743703156518575,0.02377031516688641,0.025308493607848676,0.023909361666272028,Baked Potato-Train (13),0.985507200015463,0.9658125992843025,0.9740143618598267,0.962196901996667
Baked Potato-Train (130),435.4629442401916,798.8920261437693,657.0668658088151,786.5719492502626,Baked Potato-Train (130),10.113373161762887,16.838846597462343,14.78203124999704,16.275017301038076,Baked Potato-Train (130),0.44555627374997403,0.1864139418536652,0.2133283364716623,0.19617376940505837,Baked Potato-Train (130),12.383245087329634,13.645931646789386,13.363356851834794,13.564104704561267,Baked Potato-Train (130),0.0007404941909361785,0.00014216009250870743,0.0001788472047634924,0.00015719337828986902,Baked Potato-Train (130),0.027212022911503264,0.011923090728024652,0.013373376715081813,0.012537678345286619,Baked Potato-Train (130),0.9366916157113019,0.8840044615417066,0.9046436479246276,0.8857934302057103
Baked Potato-Train (131),228.56462928921178,341.50523644752104,194.96285232842578,367.03841599384964,Baked Potato-Train (131),8.027435661764319,11.061745482506762,7.441804534313005,11.330734332948817,Baked Potato-Train (131),0.3480932171192284,0.24817226486191196,0.45107611967854394,0.2515361913277401,Baked Potato-Train (131),12.503882344887254,13.221613263329603,12.274579602858383,13.214801940970126,Baked Potato-Train (131),0.0004208153442711338,0.00020261570942238077,0.0006737985577962804,0.00020653778062174356,Baked Potato-Train (131),0.020513784250379884,0.014234314504828842,0.025957630049684436,0.01437142235903404,Baked Potato-Train (131),0.9620743909951388,0.9433934947193154,0.9676767165334249,0.939161322913599
Baked Potato-Train (132),930.9368106617381,1218.324152249111,679.0800857842976,1206.4651441752908,Baked Potato-Train (132),18.700597426468565,22.093102652825966,14.625030637251285,22.231910803537254,Baked Potato-Train (132),0.1823787380719514,0.14857150231002705,0.3635049206898568,0.14745328389063164,Baked Potato-Train (132),13.890118967657061,14.215463106426467,13.170818654249704,14.23297710585467,Baked Potato-Train (132),0.00010473266742358709,7.828296601978273e-05,0.000418617280800954,7.703280360775683e-05,Baked Potato-Train (132),0.010233897958431435,0.008847766159872374,0.020460138826531797,0.008776833347384284,Baked Potato-Train (132),0.847122182373894,0.8004488685431168,0.8884959504828707,0.8023933510275
Baked Potato-Train (133),691.1737745097902,1122.38848135331,823.5335477940981,1046.9847443290778,Baked Potato-Train (133),13.90612745097719,20.118985005766874,16.80358455882093,19.452841214917587,Baked Potato-Train (133),0.3736834255656833,0.17837655151198795,0.2155390968894408,0.18019961234970946,Baked Potato-Train (133),12.944879212818194,13.884989393675193,13.574982034576085,13.854742831666535,Baked Potato-Train (133),0.0005139406549614331,0.00012828603318659713,0.00016957413183180746,0.00013192016024357592,Baked Potato-Train (133),0.022670259261010517,0.011326342445229048,0.013022063270918609,0.01148565018810759,Baked Potato-Train (133),0.8935104644444016,0.8273509399438914,0.8732436914816295,0.8389488445385651
Baked Potato-Train (134),306.21138174019205,608.2038908112205,540.7209405637208,735.149480968841,Baked Potato-Train (134),8.175260416666074,14.290626682045449,13.530223651959377,15.630157631680142,Baked Potato-Train (134),0.5094914076472471,0.26108317677156506,0.2775307538863941,0.2485824415127692,Baked Potato-Train (134),11.645264063340248,12.983732662811237,12.82568376973141,13.0762877981344,Baked Potato-Train (134),0.0019748667504685697,0.0004740175495155281,0.0005415673349417892,0.00044992543458797455,Baked Potato-Train (134),0.04443947288693431,0.02177194409131918,0.02327159932066959,0.021211445839168404,Baked Potato-Train (134),0.962880904361993,0.9263942362161378,0.9344316667069035,0.9110307460481483
Baked Potato-Train (135),544.1039828431369,805.9060207612325,478.4638786764662,770.8776316801203,Baked Potato-Train (135),14.606556372547786,18.510865051903217,13.6927083333322,18.52650519031149,Baked Potato-Train (135),0.2726500392841994,0.1693222574444043,0.2764515983300973,0.16529402153709397,Baked Potato-Train (135),13.179109611566856,13.676081085048683,13.130327204063123,13.686057788322065,Baked Potato-Train (135),0.00026704523481803875,0.00012840298462676866,0.00026583919796472515,0.00012604716400887425,Baked Potato-Train (135),0.016341518742700716,0.011331504076104313,0.016304575982365354,0.011227072815693066,Baked Potato-Train (135),0.8893533109184169,0.8360548134967808,0.9028016678429683,0.8431779086737382
